"School Name","Official School Name","Address Line1","Address Line2","City","State","Zip Code 5","Zip Code 4","Mailing Address Line1","Mailing Address Line2","Mailing City","Mailing State","Mailing Zip Code 5","Mailing Zip Code 4","LEA Number","School Number","Federal School Number"
"Lucy S. Herring Elementary","Lucy S. Herring Elementary","98 Sulphur Springs Road","-","Asheville","NC","28806","2646","-","-","-","-","-","-","111","111360","370027000080"
"SILSA","School of Inquiry and Life Sciences at Asheville","419 McDowell Street","-","Asheville","NC","28803","-","-","-","-","-","-","-","111","111700","370027002749"
"Evergreen Community Charter","Evergreen Community Charter","50 Bell Road","-","Asheville","NC","28805","-","-","-","-","-","-","-","11A","11A000","370007802430"
"ArtSpace Charter School","ArtSpace Charter School","2030 US Hwy 70","-","Swannanoa","NC","28778","-","-","-","-","-","-","-","11B","11B000","370011702569"
"IC Imagine ","IC Imagine ","110 Champion Way","-","Asheville","NC","28806","0224","-","-","-","-","-","-","11C","11C000","370036903340"
"The Franklin School of Innovation","The Franklin School of Innovation","61 Innovation Dr","-","Asheville","NC","28806","-","-","-","-","-","-","-","11D","11D000","370036103332"
"Asheville PEAK Academy","Asheville PEAK Academy","133 Livingston Street","-","Asheville","NC","28801","-","-","-","-","-","-","-","11F","11F000","370046903552"
"Francine Delany New School","Francine Delany New School for Children","119 Brevard Road","-","Asheville","NC","28806","-","-","-","-","-","-","-","11K","11K000","370001702069"
"Mountain City Public Montessori","Mountain City Public Montessori","27 Church Street","-","Asheville","NC","28801","-","-","-","-","-","-","-","11L","11L000","370507103642"
"Burke Virtual Academy","Burke Virtual Academy","Heritage Middle School","1951 Enon Road","Valdese","NC","28690","-","-","-","-","-","-","-","120","120300","370048003602"
"Hallyburton Academy","Hallyburton Academy","205 South Main Street","-","Drexel","NC","28619","-","PO Box 3238","-","Drexel","NC","28619","3238","120","120308","370048001005"
"Burke Middle College","Burke Middle College High School","1001 Burkemont Ave","-","Morganton","NC","28655","-","-","-","-","-","-","-","120","120310","370048002908"
"Drexel Elementary","Drexel Elementary","100 Alta Vista Street","-","Morganton","NC","28655","-","-","-","-","-","-","-","120","120312","370048002705"
"East Burke High","East Burke High","3695 East Burke Boulevard","-","Connelly Springs","NC","28612","-","-","-","-","-","-","-","120","120314","370048000174"
"East Burke Middle","East Burke Middle","3519 Miller Bridge Road","-","Connelly Springs","NC","28612","-","-","-","-","-","-","-","120","120315","370048002193"
"Forest Hill Elementary","Forest Hill Elementary","304 Ann Street","-","Morganton","NC","28655","-","-","-","-","-","-","-","120","120316","370048000175"
"Freedom High","Freedom High","511 Independence Boulevard","-","Morganton","NC","28655","-","-","-","-","-","-","-","120","120318","370048000176"
"George Hildebrand Elementary","George Hildebrand Elementary","8078 G Hildebrand Sch Road","-","Connelly Springs","NC","28612","-","-","-","-","-","-","-","120","120320","370048000177"
"Glen Alpine Elementary","Glen Alpine Elementary","302 London Street","-","Morganton","NC","28655","7211","-","-","-","-","-","-","120","120324","370048000179"
"Heritage Middle","Heritage Middle","1951 Enon Road","-","Valdese","NC","28690","-","-","-","-","-","-","-","120","120334","370048000105"
"Hildebran Elementary","Hildebran Elementary","703 US Hwy 70 West","-","Hildebran","NC","28637","-","-","-","-","-","-","-","120","120338","370048000182"
"Hillcrest Elementary","Hillcrest Elementary","201 Tennessee Street","-","Morganton","NC","28655","-","-","-","-","-","-","-","120","120340","370048000183"
"Icard Elementary","Icard Elementary","3087 Icard School Road","-","Connelly Springs","NC","28612","-","-","-","-","-","-","-","120","120344","370048000184"
"Draughn High School","Jimmy C. Draughn High School","709 Lovelady Road NE","-","Valdese","NC","28690","-","-","-","-","-","-","-","120","120346","370048002836"
"Liberty Middle","Liberty Middle","529 Enola Road","-","Morganton","NC","28655","-","-","-","-","-","-","-","120","120350","370048002225"
"North Liberty","North Liberty","523 Enola Road","-","Morganton","NC","28655","-","-","-","-","-","-","-","120","120352","370048001006"
"Mountain View Elementary","Mountain View Elementary School","805 Bouchelle St","-","Morganton","NC","28655","-","-","-","-","-","-","-","120","120354","370048003480"
"Mull Elementary","Mull Elementary","1140 Old NC 18 South","-","Morganton","NC","28655","-","-","-","-","-","-","-","120","120360","370048000187"
"Oak Hill Elementary","Oak Hill Elementary","2363 NC 181","-","Morganton","NC","28655","-","-","-","-","-","-","-","120","120364","370048000188"
"Ray Childers Elementary","Ray Childers Elementary","1183 Cape Hickory Road","-","Hickory","NC","28601","-","-","-","-","-","-","-","120","120368","370048002431"
"Patton High School","Robert L. Patton High School","701 Enola Road","-","Morganton","NC","28655","-","-","-","-","-","-","-","120","120370","370048002832"
"Salem Elementary","Salem Elementary","1329 Salem Road","-","Morganton","NC","28655","4835","-","-","-","-","-","-","120","120374","370048000191"
"Table Rock Middle","Table Rock Middle","1585 NC 126","-","Morganton","NC","28655","-","-","-","-","-","-","-","120","120376","370048000108"
"Valdese Elementary","Valdese Elementary","298 Praley Street","-","Valdese","NC","28690","-","-","-","-","-","-","-","120","120380","370048000193"
"W A Young Elementary","W A Young Elementary","325 Conley Road","-","Morganton","NC","28655","-","-","-","-","-","-","-","120","120386","370048002432"
"Walter R Johnson Middle","Walter R Johnson Middle","701 Lenoir Road","-","Morganton","NC","28655","-","-","-","-","-","-","-","120","120390","370048002662"
"New Dimensions","New Dimensions: A Public Charter School","550 Lenoir Road","-","Morganton","NC","28655","-","-","-","-","-","-","-","12A","12A000","370011802603"
"A T Allen Elementary","A T Allen Elementary","3939 Abilene Rd","-","Concord","NC","28025","0443","-","-","-","-","-","-","130","130304","370053000208"
"Cox Mill High School","Cox Mill High School","1355 Cox Mill Rd","-","Concord","NC","28027","7565","-","-","-","-","-","-","130","130307","370053003083"
"Bethel Elementary","Bethel Elementary","2425 Midland Road","-","Midland","NC","28107","9760","-","-","-","-","-","-","130","130308","370053000209"
"Central Cabarrus High","Central Cabarrus High","505 Hwy 49 S","-","Concord","NC","28025","9298","-","-","-","-","-","-","130","130310","370053000210"
"Coltrane-Webb Elementary","Coltrane-Webb Elementary","541 Sunnyside Drive SE","-","Concord","NC","28025","3707","-","-","-","-","-","-","130","130311","370053000376"
"Harrisburg Elementary","Harrisburg Elementary","3900 Stallings Road","-","Harrisburg","NC","28075","8484","-","-","-","-","-","-","130","130312","370053000211"
"Concord Middle","Concord Middle","1500 Gold Rush Drive","-","Concord","NC","28025","1508","-","-","-","-","-","-","130","130313","370053000377"
"Concord High","Concord High","481 Burrage Road NE","-","Concord","NC","28025","2501","-","-","-","-","-","-","130","130314","370053000378"
"J N Fries Magnet School","J N Fries Magnet School","133 Stonecrest Circle SW","-","Concord","NC","28027","7183","-","-","-","-","-","-","130","130315","370053002260"
"Jay M Robinson High","Jay M Robinson High","300 Pitts School Road SW","-","Concord","NC","28027","2823","-","-","-","-","-","-","130","130316","370053002570"
"Cabarrus Co Opportunity School","Cabarrus Co Opportunity School","120 Marsh Avenue NW","-","Concord","NC","28025","4889","-","-","-","-","-","-","130","130317","370053002075"
"C C Griffin Middle","C C Griffin Middle","7650 Griffin's Gate Drive","-","Concord","NC","28025","1628","-","-","-","-","-","-","130","130318","370053002623"
"Cox Mill Elementary","Cox Mill Elementary","1450 Cox Mill Road","-","Concord","NC","28027","7566","-","-","-","-","-","-","130","130319","370053002624"
"Harris Road Middle","Harris Road Middle","1251 Patriot Blvd","-","Concord","NC","28027","3511","-","-","-","-","-","-","130","130320","370053002625"
"Carl A Furr Elementary","Carl A Furr Elementary","2725 Clover Road","-","Concord","NC","28027","3804","-","-","-","-","-","-","130","130321","370053002839"
"Mount Pleasant Elementary","Mount Pleasant Elementary","8555 North Drive","-","Mount Pleasant","NC","28124","7809","8555 North Drive","-","Mt Pleasant","NC","28124","-","130","130322","370053000214"
"Mount Pleasant Middle","Mount Pleasant Middle","466 Walker Road","-","Mount Pleasant","NC","28124","9593","-","-","-","-","-","-","130","130323","370053002154"
"Mount Pleasant High","Mount Pleasant High","700 Walker Road","-","Mount Pleasant","NC","28124","9596","-","-","-","-","-","-","130","130324","370053000215"
"Charles E Boger Elementary","Charles E Boger Elementary","5150 Dove Field Lane","-","Kannapolis","NC","28081","6451","-","-","-","-","-","-","130","130325","370053002820"
"Northwest Cabarrus High","Northwest Cabarrus High","5130 NW Cabarrus Drive","-","Concord","NC","28027","7624","-","-","-","-","-","-","130","130326","370053000216"
"Northwest Cabarrus Middle","Northwest Cabarrus Middle","5140 NW Cabarrus Drive","-","Concord","NC","28027","7624","-","-","-","-","-","-","130","130327","370053002064"
"Royal Oaks Elementary","Royal Oaks School of the Arts","608 Dakota Street","-","Kannapolis","NC","28083","6935","-","-","-","-","-","-","130","130328","370053000217"
"Rocky River Elementary","Rocky River Elementary","5454 Rocky River Road","-","Concord","NC","28025","8844","-","-","-","-","-","-","130","130329","370053002076"
"R Brown  McAllister Elementary","R Brown  McAllister Elementary","505 Sunnyside Drive SE","-","Concord","NC","28025","3707","-","-","-","-","-","-","130","130330","370053000379"
"Pitts School Road Elementary","Pitts School Road Elementary","720 Pitts School Road SW","-","Concord","NC","28027","3922","-","-","-","-","-","-","130","130331","370053002750"
"Hickory Ridge High","Hickory Ridge High","7321 Raging Ridge Road","-","Harrisburg","NC","28075","7645","-","-","-","-","-","-","130","130332","370053002833"
"Performance Learning Center","Performance Learning Center","4521 Weddington Road","-","Concord","NC","28027","-","-","-","-","-","-","-","130","130333","370053002975"
"W R Odell Primary","W R Odell Primary School","1 Dragon Pride Dr","-","Concord","NC","28027","7503","-","-","-","-","-","-","130","130336","370053000218"
"W R Odell Elementary","W. R. Odell Elementary School","1885 Odell School Rd","-","Concord","NC","28027","-","-","-","-","-","-","-","130","130337","370053003384"
"Weddington Hills Elementary","Weddington Hills Elementary","4401 Weddington Road","-","Concord","NC","28025","8096","-","-","-","-","-","-","130","130338","370053001818"
"West Cabarrus High","West Cabarrus High School","4100 Weddington Rd ","-","Concord","NC","28027","-","-","-","-","-","-","-","130","130339","370053003482"
"Winecoff Elementary","Winecoff Elementary","375 Winecoff Sch Road","-","Concord","NC","28027","4178","-","-","-","-","-","-","130","130340","370053000219"
"W M Irvin Elementary","W M Irvin Elementary","1400 Gold Rush Drive","-","Concord","NC","28025","1508","-","-","-","-","-","-","130","130342","370053002434"
"Wolf Meadow Elementary","Wolf Meadow Elementary","150 Wolf Meadow Drive SW","-","Concord","NC","28027","8898","-","-","-","-","-","-","130","130344","370053000220"
"Patriots Elementary","Patriots Elementary","1510 Holden Ave SW","-","Concord","NC","28025","8540","-","-","-","-","-","-","130","130345","370053003174"
"Hickory Ridge Middle","Hickory Ridge Middle","7336 Raging Ridge Rd","-","Harrisburg","NC","28075","6745","-","-","-","-","-","-","130","130346","370053003170"
"Hickory Ridge Elementary","Hickory Ridge Elementary School","9464 Hickory Ridge Rd","-","Harrisburg","NC","28075","-","-","-","-","-","-","-","130","130347","370053003518"
"Cabarrus Health Sciences Institute","Cabarrus Health Sciences Institute","421 Medical Park Dr NE","-","Concord","NC","28025","-","-","-","-","-","-","-","130","130348","370053003632"
"Cabarrus Early College of Technology","Cabarrus Early College of Technology","670 Concord Parkway North","-","Concord","NC","28027","-","-","-","-","-","-","-","130","130349","370053003407"
"Cabarrus-Kannapolis Early Coll","Cabarrus-Kannapolis Early College","1531 Trinity Church Rd","-","Concord","NC","28027","7601","-","-","-","-","-","-","130","130350","370053003159"
"Harold E. Winkler Middle","Harold E. Winkler Middle","4501 Weddington Rd NW","-","Concord","NC","28027","9091","-","-","-","-","-","-","130","130355","370053003188"
"Cabarrus County Schools Virtual Academy","Cabarrus County Schools Virtual Academy","4511 Weddington Road","-","Concord","NC","28027","-","-","-","-","-","-","-","130","130356","370053003538"
"Roberta Road Middle","Roberta Road Middle School","4850 Roberta Rd","-","Concord","NC","28027","-","-","-","-","-","-","-","130","130357","370053003620"
"Kannapolis Middle School 6","Kannapolis Middle School 6","1445 Oakwood Ave.","-","Kannapolis","NC","28081","-","-","-","-","-","-","-","132","132303","370243003686"
"A L Brown High","A. L. Brown High School","415 Martin Luther King Jr Ave","-","Kannapolis","NC","28083","4501","-","-","-","-","-","-","132","132304","370243001039"
"Forest Park Elementary","Forest Park Elementary","1333 Forest Park Drive","-","Kannapolis","NC","28083","-","-","-","-","-","-","-","132","132308","370243001040"
"Fred L Wilson Elementary","Fred L Wilson Elementary","1401 Pine Street","-","Kannapolis","NC","28081","4139","-","-","-","-","-","-","132","132312","370243001041"
"GW Carver Elementary","GW Carver Elementary School","525 East C St","-","Kannapolis","NC","28083","-","-","-","-","-","-","-","132","132314","370243003429"
"Jackson Park Elementary","Jackson Park Elementary","1400 Jackson Street","-","Kannapolis","NC","28083","2930","-","-","-","-","-","-","132","132328","370243001045"
